titulo,articulo,fecha,autor,url,categoria
"Puros Cuentos, Puros Comics |17 de Diciembre 2024","Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Puros Cuentos Programa 585

Juegos nuevos por comprar / juegos nuevos por jugar.

Ganadores del GOTY 2024 y sus controversias.

Último programa del año, nuestros mejores deseos y recomendaciones.

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024

Teponaztli |23 de Diciembre del 2024

El Criadero |23 de Diciembre del 2024

Tren al Sur | 19 de Diciembre 2024

Mezclas Duras | 16 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/puros-cuentos-puros-comics-17-de-diciembre-2024/259302,Zapotlán el Grande
CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025,"Zapotlán el Grande, Jalisco.

Cerca de 800 jóvenes fueron admitidos en el Centro Universitario del Sur para el ciclo escolar 2025 A

Jorge Antonio Prieto Becerra, coordinador de control escolar del CUSur informó que de mil 711 jóvenes que presentaron su examen, solo 798 fueron admitidos en el plantel para las 16 licenciaturas ofertadas en este semestre.

“Pues ahora tuvimos 798 admitidos al Centro Universitario del Sur repartidos entre los 16 programas que se ofertaron para este ciclo los aspirantes que presentaron examen fueron 1711 de estos 1572 cumplimentaron con su trámite o sea que subieron su documentación en tiempo y forma o participaron por promedio electrónico y quedaron admitidos pues 798”.

Las carreras con mayor demanda en este ciclo escolar fue la licenciatura en Médico Cirujano y Partero, Médico Zootecnista y Cirujano Dentista, sin embargo, aún quedan espacios en las licenciaturas de Desarrollo Turístico y Sustentable, Ingeniería en Telemática, Trabajo Social, Seguridad Laboral, Abogado y Agronegocios, para esto solo tienen hasta este martes 14 de enero al medio día para solicitar su registro, y pueden hacerlo a través de la página del Centro Universitario.

“Las carreras que tuvieron más registros fue la carrera de Médico Cirujano y Partero, la carrera de Veterinaria y Zootecnia, Cirujano Dentista, Enfermería y Psicología. Sí mira el Centro Universitario del Sur ofrece cupos disponibles a las carreras de Desarrollo Turístico Sustentable, Ingeniería en Telemática, Trabajo Social, Seguridad Laboral, Protección Civil y Emergencias y a la carrera de Abogado y a la licenciatura de Agronegocios"".

A partir de ahora, los jóvenes admitidos deberán registrarse en los cursos de inducción en la página del CUSur, estos inician el jueves 16 y terminan el lunes 20 de enero, comentó el coordinador.

“Los jóvenes recién admitidos tienen que registrarse a la jornada de inducción universitaria del Centro Universitario del Sur en momento de consultar su dictamen de admisión ahí aparece la liga donde los va a mandar a nuestra página”.

Pequeñas afectaciones fueron generadas por el sismo de 6.1 en el Sur de Jalisco

Paquetazo 3x1: todo lo que debes saber para el pago de refrendo, verificación y cambio de placas

Descarrilamiento de tren en Zapotiltic provoca cierre de carretera

Teponaztli |25 de Noviembre del 2024

El Criadero |25 de Noviembre del 2024

Señal Informativa |25 de Noviembre del 2024

Boreal | 15 de Noviembre 2024

Planeta Diversidad | 15 de Noviembre del 2024

Señal Informativa |15 de Noviembre del 2024

CANACO en Ciudad Guzmán se prepara para el Buen Fin 2024

Anuncian la 12va Feria de la Ciencia y la Tecnología a realizarse el 13 de noviembre en el CUSur

Inauguran nuevas instalaciones de Radio UdeG en Ciudad Guzmán

Rehabilitación de drenaje y apoyo a la educación destacan en tercer informe de Gobierno en Tuxpan

Olla de captación explota en Sayula sin causar daños a la población

Aumentan precios en la Feria de la Birria 2024 en Ciudad Guzmán

Jóvenes universitarios de Sayula denuncian deficiencias en el transporte estudiantil

Realizarán reforestación en Los Ocotillos, invitan a la ciudadanía a plantar

Cambio en el sentido de calles fue por motivos de seguridad: argumenta tránsito de Zapotlán el Grande",,Guillermo Tovar,https://udgtv.com/noticias/cusur-recibira-alrededor-de-800-alumnos-este-primer-semestre/254268,Zapotlán el Grande
El Tecolote Canta | 16 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Hoy tenemos como invitado al reconocido cantante de música tradicional mexicana y actor del cine nacional, Roberto Guinart.

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

Señal Informativa |31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Señal Informativa |30 de Diciembre del 2024

Señal Informativa |26 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Señal Informativa |24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/el-tecolote-canta-16-de-diciembre-2024/259514,Zapotlán el Grande
Coloquio de los Perros | 29 de Noviembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Charlemos de arte y literatura !Bienvenidos!

Boreal | 13 de Diciembre del 2024

Mezclas Duras | 09 de Diciembre 2024

Alma Con-Ciencia | 09 de Diciembre 2024

Boreal | 06 de Diciembre del 2024

Aprender a Desaprender | 03 de Diciembre 2024

Boreal | 29 de Noviembre del 2024

Aprender a Desaprender | 26 de Noviembre 2024

Señal Informativa |26 de Noviembre del 2024

El Tecolote Canta | 25 de Noviembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/coloquio-de-los-perros-29-de-noviembre-2024/255492,Zapotlán el Grande
Señal Informativa |13 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Zapotlán el Grande implementará operativo de prevención de accidentes durante la temporada vacacional.

Visitar el Cerrito de la Virgen en Huescalapa es una muestra de fe y devoción.

Reportan alrededor de 9 mil visitantes en el Cerrito de la Virgen en Huescalapa.

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024

Teponaztli |23 de Diciembre del 2024

El Criadero |23 de Diciembre del 2024

Tren al Sur | 19 de Diciembre 2024

Puros Cuentos, Puros Comics |17 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-13-de-diciembre-del-2024/259356,Zapotlán el Grande
XP |07 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/xp-07-de-enero-2025/264992,Zapotlán el Grande
Convocan a participar en el libro colectivo: Contar con el lenguaje,"Zapotlán el Grande, Jalisco.

Convocan a participar en el libro colectivo Contar con el lenguaje. Ensayos críticos sobre la obra de Cristina Rivera Garza.

Los Centros Universitarios del Sur, de Chapala y de Arte, Arquitectura y Diseño convocan a estudiantes de pregrado, posgrado e investigadores a participar en este volumen.

El académico Luis Alberto Pérez Amezcua explica el propósito de esto:

“La intención de este libro colectivo en torno a la obra de la escritora mexicana Cristina Rivera Garza aspira a llegar a un gran número de interesados en todas las áreas no solamente las literarias, es lo que quisiera también destacar aunque, Cristina Rivera Garza ha sido acreedora a distintos premios literarios pues su influencia como escritora trasciende la literatura porque bueno nos brinda oportunidad de reflexionar sobre el lenguaje, sobre la historia, sobre el feminismo, sobre temas de una importancia fundamental en nuestro tiempo”.

La Maestra Verónica Concepción Macías Espinoza describió los ejes temáticos desde los cuales se pueden escribir los ensayos críticos:

La intención es que las y los interesados desde diversas disciplinas y perspectivas participen en esta publicación, se deberá enviar antes del 15 de febrero un resumen con título tentativo del capítulo y una extensión máxima de 200 palabras. Para mayor información y envío de propuesta deberá ser a contarconellenguaje@gmail.com

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Tuxpan se prepara para uno de sus festejos más importantes

CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025

Pequeñas afectaciones fueron generadas por el sismo de 6.1 en el Sur de Jalisco

Paquetazo 3x1: todo lo que debes saber para el pago de refrendo, verificación y cambio de placas

Descarrilamiento de tren en Zapotiltic provoca cierre de carretera

Aprender a Desaprender | 26 de Noviembre 2024

Alma Con-Ciencia | 25 de Noviembre 2024

Teponaztli |25 de Noviembre del 2024

Paquetazo 3x1: todo lo que debes saber para el pago de refrendo, verificación y cambio de placas

Preparatoria Regional de Zapotiltic celebra 31 años con conferencia de Trinidad Padilla López

Liderazgo y visión, requisitos obligados para la o el próximo Rector General de la UdeG: Trinidad Padilla

Exponen en el XVII Coloquio Arreolino el manuscrito original de “La Feria”, obra de Juan José Arreola

Envenenan a tres perros en San Martín de Zula

Carretera Ciudad Guzmán - Tuxpan un riesgo inminente

Exigen soluciones ante motociclistas; tránsito y movilidad apela a la participación cívica

El huracán ""Patricia"" se llevó la sede de canotaje de los Juegos Panamericanos; apenas les quedó para un área de entrenamiento

Todo listo para la carrera Runpalsky en el Parque Ecológico “Las Peñas”",,Andrea Gutiérrez Vargas,https://udgtv.com/noticias/convocan-a-participar-en-el-libro-colectivo/254543,Zapotlán el Grande
Señal Informativa |07 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Ciudadanos desconocen la mecánica del 3x1 y enfrentan largas esperas en la recaudadora

Baja respuesta ciudadana en el pago de impuestos en Gómez Farías, señala la presidenta municipal

Entrega de licencia a Tololos y Coloradas para las fiestas de San Sebastián en Gómez Farías

Cierra la pista de hielo en el centro histórico de Zapotlán el Grande tras recibir a 5 mil personas

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025

Señal Informativa |21 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-07-de-enero-del-2025/260155,Zapotlán el Grande
Planeta Diversidad | 10 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/planeta-diversidad-10-de-enero-del-2025/264864,Zapotlán el Grande
"Verificentro abarrotado y hasta dos horas de espera, realidades en Zapotlán el Grande","Zapotlán el Grande, Jalisco.

Molestia por largas filas y tiempo de espera fue lo que percibimos en el Centro de Verificación Vehicular que se encuentra en el municipio de Zapotlán el Grande.

Los ciudadanos compartieron que tardan un aproximado de dos horas entre hacer fila y que reciban sus vehículos, tiempo que para ellos es muy tardado, además de soportar las inclemencias del clima.

Fotografía: Isabel González

Además, nos percatamos de que había ciudadanos de Autlán y El Grullo, a quienes al sacar si cita los derivó a Ciudad Guzmán, aunque la distancia es aproximadamente de dos horas, sin embargo, no hay un centro de verificación más cercano.

Fotografía: Isabel González

Al preguntarles sobre qué opinan de la verificación vehicular, algunos ciudadanos lo observaron como una buena medida para el cuidado ambiental, sin embargo, también ciudadanos lo calificaron como algo recaudatorio e innecesario.

En esta visita nos encontramos con el caso del señor Federico Munguía, del municipio de Zapotiltic, quien ha acudido en 4 ocasiones a realizar la verificación vehicular.

En ninguna ha pasado la prueba, aunque él ya hizo los ajustes a su vehículo modelo 2016 e invirtió 5 mil pesos sólo le dijeron que su vehículo tiene emisiones fuera de los límites.

Fotografía: Isabel González

Astros de Jalisco refuerza su roster de cara a la nueva temporada

Astros de Jalisco visitan Zapotlán para sembrar la pasión del deporte en nuevas generaciones

Sader visita Laguna de Zapotlán y encuentra problema de contaminación

En 2024, Zapotlán registró 244 agresiones de perros

Luego de lonas de Profeco, gasolineras de Zapotlán “bajan” el precio

Con engaños, extorsionadores obligan a estudiante a aislarse en hotel; la hallan sana y salva

Comerciantes del centro ya no podrán trabajar los sábados

No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado

Convocan a participar en el libro colectivo: Contar con el lenguaje

En 2024, Zapotlán registró 244 agresiones de perros

Con engaños, extorsionadores obligan a estudiante a aislarse en hotel; la hallan sana y salva

Comerciantes del centro ya no podrán trabajar los sábados

Pequeñas afectaciones fueron generadas por el sismo de 6.1 en el Sur de Jalisco

Descarrilamiento de tren en Zapotiltic provoca cierre de carretera

Mueren 3 trabajadores de bacheo de la SIOP tras volcadura en San Gabriel

Un nuevo centro universitario para el Sur, tarea para quien ocupe la Rectoría de la UdeG: Villanueva

”El oficio de construir"", documental homenaje a Raúl Padilla, llega a la Prepa de Zapotiltic

Zapotiltic abre administración con deudas y recorta nómina",,Ana Isabel González García,https://udgtv.com/noticias/verificentro-abarrotado-en-zapotlan-el-grande/259490,Zapotlán el Grande
